,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,abstracts.cdata!,authors.2.author,authors.3.author,authors.4.author,authors.5.author,authors.6.author,authors.7.author,authors.8.author,EnvironmentalCategory
86,34290411,World,Policy Research Working Paper,2024-03-28T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10742; PLANET","Climate Shocks and the Poor : A
            Review of the Literature",http://documents.worldbank.org/curated/en/099019303282434041/pdf/IDU16f3c8dd41439514f901ad011ae6ae66b94ab.pdf,/research/2024/03/34290411/climate-shocks-poor-review-literature,http://documents.worldbank.org/curated/en/099019303282434041/IDU16f3c8dd41439514f901ad011ae6ae66b94ab,2024/03/34290411/IDU16f3c8dd41439514f901ad011ae6ae66b94ab,099019303282434041,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099019303282434041/IDU16f3c8dd41439514f901ad011ae6ae66b94ab,"Triyana,Margaret Maggie","Jiang,Weicheng","Climate Shocks and the Poor : A Review of
            the Literature",34290411,"There is a rapidly growing literature
            on the link between climate change and poverty. This study
            reviews the existing literature on whether the poor are more
            exposed to climate shocks and whether they are more
            adversely affected. About two-thirds of the studies in our
            analyzed sample find that the poor are more exposed to
            climate shocks than is the rest of the population and
            four-fifths of the studies find that the poor are more
            adversely affected by climate shocks than is the rest of the
            population. Income and human capital losses tend to be
            concentrated among the poor. These findings highlight the
            potential long-term risk of a climate-change induced poverty
            trap and the need for targeted interventions to protect the
            poor from the adverse effects of climate shocks.","Hu,Yurui","Naoaj,Md Shah",,,,,,
87,34294377,World,Policy Research Working Paper,2024-04-02T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10744; RRR; PROSPERITY","What Works in Supporting
            Women-Led Businesses ?",http://documents.worldbank.org/curated/en/099546304022426807/pdf/IDU17db26e461485d14f2e187e91bbfa867e0f87.pdf,/research/2024/04/34294377/works-supporting-women-led-businesses,http://documents.worldbank.org/curated/en/099546304022426807/IDU17db26e461485d14f2e187e91bbfa867e0f87,2024/04/34294377/IDU17db26e461485d14f2e187e91bbfa867e0f87,099546304022426807,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099546304022426807/IDU17db26e461485d14f2e187e91bbfa867e0f87,"Ubfal,Diego Javier",,"What Works in Supporting Women-Led
            Businesses ?",34294377,"Innovative women entrepreneurs can be
            agents of change and offer novel solutions to global
            challenges. However, they face multiple barriers to growing
            their businesses. This paper reviews the literature on
            strategies to support women entrepreneurs in improving their
            business outcomes. It focuses on interventions designed to
            address four areas of constraints that influence their
            decisions and can impact their business performance: gaps in
            human capital, access to finance, access to technology and
            markets, and contextual factors such as legal and regulatory
            constraints, social norms, access to care, and gender-based
            violence. The review concludes that evidence of modest
            average treatment effects and heterogeneity in treatment
            effects across various interventions suggest the need for
            more precise targeting. The multiple constraints faced by
            women entrepreneurs necessitates testing different packages
            of interventions. Moreover, the successful implementation
            and adoption of proposed solutions require consideration of
            the contextual constraints that differentially affect
            women-led businesses. While the review highlights several
            interventions that show promise in supporting women
            entrepreneurs, significant gaps remain in the evidence
            concerning the most effective strategies.",,,,,,,,
88,34295091,"Jordan,World",Policy Research Working Paper,2024-04-03T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10745; PROSPERITY","Taxes, Transfers, and Gender :
            Fiscal Policy Incidence across Fiscal and Care Categories in Jordan",http://documents.worldbank.org/curated/en/099442104032434602/pdf/IDU132d4f6011bcd8146401a7611055a8a85ab39.pdf,/research/2024/04/34295091/taxes-transfers-gender-fiscal-policy-incidence-across-fiscal-care-categories-jordan,http://documents.worldbank.org/curated/en/099442104032434602/IDU132d4f6011bcd8146401a7611055a8a85ab39,2024/04/34295091/IDU132d4f6011bcd8146401a7611055a8a85ab39,099442104032434602,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099442104032434602/IDU132d4f6011bcd8146401a7611055a8a85ab39,"Rodriguez Takeuchi,Laura Kiku","Wai-Poi,Matthew Grant","Taxes, Transfers, and Gender : Fiscal Policy
            Incidence across Fiscal and Care Categories in Jordan",34295091,"Fiscal incidence analysis helps in
            understanding who contributes to and benefits from the
            fiscal system, and assessing the impact of fiscal policies
            in reducing poverty and inequality. Traditionally, the
            incidence of fiscal policy is assessed for households along
            the income distribution. In an attempt to tease out the
            gendered impacts of the fiscal system, this paper instead
            looks at how much different types of households in Jordan
            contribute to and benefit from current fiscal policies and
            the extent to which the fiscal system is helping to equalize
            post-market outcomes within and across groups. A household
            typology is constructed for Jordan based on households’
            demographic characteristics, which not only determine which
            taxes and transfers a household experiences, but also
            influence the participation of women in economic activity
            outside the household because they affect the generation and
            allocation of care responsibilities. The paper shows that
            the receipt of in-kind benefits, primarily education, is
            what drives which groups that receive the largest net
            benefits from the fiscal system. The results also show that
            the fiscal system in Jordan is reducing within-group
            inequalities, which represent over 80 percent of total
            inequality for both fiscal and care groups. The fiscal
            system has a limited impact on inequalities across groups,
            but they are very small.","Woodham,Jeffrey Scott",,,,,,,
89,34295842,Mali,Policy Research Working Paper,2024-04-04T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10746; PEOPLE; RRR; Impact Evaluation series","Do Patients Value High-Quality
            Medical Care ? Experimental Evidence from Malaria Diagnosis
            and Treatment",http://documents.worldbank.org/curated/en/099746004042478044/pdf/IDU17547a127149861475c1895a10c7fac248530.pdf,/research/2024/04/34295842/patients-value-high-quality-medical-care-experimental-evidence-malaria-diagnosis-treatment,http://documents.worldbank.org/curated/en/099746004042478044/IDU17547a127149861475c1895a10c7fac248530,2024/04/34295842/IDU17547a127149861475c1895a10c7fac248530,099746004042478044,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099746004042478044/IDU17547a127149861475c1895a10c7fac248530,Carolina Lopez,"Sautmann,Anja","Do Patients Value High-Quality Medical Care
            ? Experimental Evidence from Malaria Diagnosis and Treatment",34295842,"Can information about the value of
            diagnostic tests improve provider practice and help patients
            recognize higher quality of care In a randomized experiment
            at public clinics in Mali, health providers and patients
            received tailored information about the importance of rapid
            diagnostic tests (RDTs) for malaria. The provider training
            increased provider reliance on RDTs, improving the match
            between a patient’s malaria status and treatment with
            antimalarials by 15–30 percent. Nonetheless, patients were
            significantly less satisfied with the care they received,
            driven by those whose prior beliefs did not match their true
            malaria status. The patient information intervention did not
            affect treatment outcomes or patient satisfaction and
            reduced malaria testing. These findings are consistent with
            highly persistent patient beliefs that translate into low
            demand for diagnostic testing and limit patients’ ability to
            recognize improved quality of care.","Schaner,Simone Gabrielle",,,,,,,
90,34295844,World,Policy Research Working Paper,2024-04-04T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10747; PEOPLE","Understanding the Links between
            Diet Quality, Malnutrition, and Economic Costs : An Evidence
            Review for LMICs",http://documents.worldbank.org/curated/en/099808404042441871/pdf/IDU1a906fa7a16a53148eb1adeb17f48e76432bf.pdf,/research/2024/04/34295844/understanding-links-between-diet-quality-malnutrition-economic-costs-evidence-review-lmics,http://documents.worldbank.org/curated/en/099808404042441871/IDU1a906fa7a16a53148eb1adeb17f48e76432bf,2024/04/34295844/IDU1a906fa7a16a53148eb1adeb17f48e76432bf,099808404042441871,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099808404042441871/IDU1a906fa7a16a53148eb1adeb17f48e76432bf,"Siekmans,Kendra","Fracassi,Patrizia","Understanding the Links between Diet
            Quality, Malnutrition, and Economic Costs : An Evidence
            Review for LMICs",34295844,"Understanding the economic costs
            attributable to unhealthy diets is crucial to inform health
            and agrifood investments in low- and middle-income countries
            experiencing nutrition transition. To review the current
            evidence on the association between diet quality and
            economic costs in low- and middle-income countries, this
            paper first conducted a literature search to identify
            studies that include a dietary exposure, nutrition, or
            health outcome, and a cost estimate. Given the limited
            studies in terms of life stage groups represented, a second
            search was conducted for systematic reviews and
            meta-analyses of observational studies, with effect size
            estimates for the risk of nutrition or health outcomes
            associated with diet quality. Of 21 studies (search 1), most
            were based on the Global Burden of Disease model and
            estimated the fraction of diet-related noncommunicable
            disease outcomes attributable to individual or groups of
            dietary risk factors. The search found 82 systematic reviews
            and meta-analyses (search 2) that estimated the burden of
            malnutrition associated with dietary risk factors. Low
            dietary diversity was associated with increased risk of
            undernutrition and anemia in pregnant women and children.
            Dairy consumption was protective for low birthweight, child
            obesity, and diabetes and hypertension. Low animal source
            food intake increased the risk of anemia and zinc deficiency
            during pregnancy. Unhealthy food consumption, including
            ultra-processed foods and sugar-sweetened beverages,
            increased the risk of overweight/obesity, diabetes, and
            hypertension. Healthy dietary patterns were protective
            during pregnancy for maternal and birth outcomes, and for
            diabetes and hypertension in adults. The results highlight
            gaps in quantifying the contribution of diet quality to
            multiple forms of malnutrition and noncommunicable diseases.","Kato,Tomoko","Seow,Ti Kian","Carter,Diana","Horton,Susan E.","Dizon,Felipe Jr Fadullon","Shibata Okamura,Kyoko",,
91,34295886,World,Policy Research Working Paper,2024-04-04T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10748; PROSPERITY",Multidimensional and Specific Inequalities,http://documents.worldbank.org/curated/en/099824304042436172/pdf/IDU14cdd2e0f18cc21446918e281afbf0c2931e6.pdf,/research/2024/04/34295886/multidimensional-specific-inequalities,http://documents.worldbank.org/curated/en/099824304042436172/IDU14cdd2e0f18cc21446918e281afbf0c2931e6,2024/04/34295886/IDU14cdd2e0f18cc21446918e281afbf0c2931e6,099824304042436172,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099824304042436172/IDU14cdd2e0f18cc21446918e281afbf0c2931e6,"Foster,James E.","Lokshin,Michael M.",Multidimensional and Specific Inequalities,34295886,"Despite the multitude of measures of
            multidimensional inequality, none is regularly used in
            policymaking. This paper proposes multidimensional
            inequality measures that are easily implementable and
            transparent and overcome many deficiencies of existing
            measures. The measures follow a traditional two-stage
            format, which aggregates dimensions first and then applies a
            unidimensional measure like the Gini coefficient to the
            distribution of aggregates. A novel characterization result
            identifies the precise form of aggregation needed to obtain
            axiomatically sound measures. The paper derives an additive
            decomposition formula — breaking down multidimensional
            inequality into terms reflecting the average specific
            inequalities (within dimensions) and the joint distribution
            (across dimensions) — for any measure created using a
            standard unidimensional measure or the Lorenz curve. The
            paper also provides an approach to calibrating the measure
            for use with data over time, replacing the usual ad hoc
            normalization of variables with one that accounts for a
            policymaker’s normative weights. The technology is
            illustrated first using synthetic data to understand how the
            measure varies as the components are changed and then using
            data from Azerbaijan.",,,,,,,,
92,34295891,Bangladesh,Policy Research Working Paper,2024-04-04T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10749; PROSPERITY","Reconstructing 2010–2022 Poverty
            and Inequality Trends in Bangladesh : A Statistical Matching Approach",http://documents.worldbank.org/curated/en/099909004042424752/pdf/IDU1d09247aa11eea14880185151e814de37fa03.pdf,/research/2024/04/34295891/reconstructing-2010–2022-poverty-inequality-trends-bangladesh-statistical-matching-approach,http://documents.worldbank.org/curated/en/099909004042424752/IDU1d09247aa11eea14880185151e814de37fa03,2024/04/34295891/IDU1d09247aa11eea14880185151e814de37fa03,099909004042424752,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099909004042424752/IDU1d09247aa11eea14880185151e814de37fa03,"Fernandez Romero,Jaime Estuardo","Olivieri,Sergio Daniel","Reconstructing 2010–2022 Poverty and
            Inequality Trends in Bangladesh : A Statistical Matching Approach",34295891,"The 2022 Household Income and
            Expenditure Survey enhances fieldwork, data management, and
            information quality but poses comparability challenges with
            previous rounds. This study proposes a two-step process
            based on statistical matching to fill the information gap in
            previous survey rounds. This methodology uses the more
            comprehensive 2022 information to reconstruct comparable
            consumption measures over time. This allows for a consistent
            assessment of poverty and inequality measures, providing
            insights into the changes for policy makers, researchers,
            and stakeholders over the years. The results reveal that
            integrating this correction into previous survey rounds
            would have reduced poverty rates by around 10.6 percentage
            points between 2010 and 2016 and a further decrease of 7.8
            percentage points between 2016 and 2022. Likewise, extreme
            poverty rates would have witnessed a decline of
            approximately 3 percentage points in the earlier period and
            a more substantial drop of 3.6 percentage points in the more
            recent one. These poverty reduction trends mirror
            improvements in other dimensions of well-being, like
            reductions in infant mortality and stunting and increases in
            access to electricity, sanitary toilets, and literacy rates.","Wambile,Ayago Esmubancha",,,,,,,
93,34298315,World,Policy Research Working Paper,2024-04-09T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10750; RRR; PEOPLE; COVID-19 (Coronavirus)","COVID-19 Increased Existing
            Gender Mortality Gaps in High-Income Countries More Than in
            Middle-Income Countries",http://documents.worldbank.org/curated/en/099750404092472550/pdf/IDU159044c8b1b3ee146b01928c1b9248d269cce.pdf,/research/2024/04/34298315/covid-19-increased-existing-gender-mortality-gaps-high-income-countries-more-middle-income-countries,http://documents.worldbank.org/curated/en/099750404092472550/IDU159044c8b1b3ee146b01928c1b9248d269cce,2024/04/34298315/IDU159044c8b1b3ee146b01928c1b9248d269cce,099750404092472550,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099750404092472550/IDU159044c8b1b3ee146b01928c1b9248d269cce,"Beegle,Kathleen G.","Demombynes,Gabriel","COVID-19 Increased Existing Gender Mortality
            Gaps in High-Income Countries More Than in Middle-Income Countries",34298315,"Men die at higher rates in nearly all
            places and at all ages beyond age 45. Using World Health
            Organization excess mortality estimates by sex and age
            groups for 75 countries in 2020 and 62 countries in 2021,
            this paper analyzes how patterns of excess mortality varied
            by sex and age groups across countries during the COVID-19
            pandemic and their association with country income level. In
            2020, the pandemic amplified the gender mortality gap for
            the world, but with variation across countries and by
            country income level. In high-income countries, rates of
            excess mortality were much higher for men than women. In
            contrast, in middle-income countries, the sex ratio of
            excess mortality was similar to the sex ratio of expected
            all-cause mortality. The exacerbation of the sex ratio of
            excess mortality observed in 2020 in high-income countries
            declined in 2021, likely as a result of the faster rollout
            of vaccination against COVID-19.","De Walque,Damien B. C. M.","Gubbins,Paul Michael","Veillard,Jeremy Henri Maurice",,,,,
94,34298667,World,Policy Research Working Paper,2024-04-10T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10751; RRR; PROSPERITY","Leveraging Growth Regressions for
            Country Analysis",http://documents.worldbank.org/curated/en/099217304102412750/pdf/IDU141f597b31c20114fa718cac1466610c36a27.pdf,/research/2024/04/34298667/leveraging-growth-regressions-country-analysis,http://documents.worldbank.org/curated/en/099217304102412750/IDU141f597b31c20114fa718cac1466610c36a27,2024/04/34298667/IDU141f597b31c20114fa718cac1466610c36a27,099217304102412750,,http://documents.worldbank.org/curated/en/099217304102412750/IDU141f597b31c20114fa718cac1466610c36a27,"Wacker,Konstantin M.","Beyer,Robert Carl Michael",Leveraging Growth Regressions for Country Analysis,34298667,"This paper shows how growth
            regressions can be useful for analyzing a country’s growth
            performance. Growth regressions describe changes in key
            macroeconomic variables that countries typically experience
            during their growth process. Such partial correlations
            facilitate comparative analysis, can usually be linked to
            policies, and can hence be informative from a policy
            perspective. Against this background, the paper introduces a
            new data set of growth correlates spanning more than 150
            countries from 1970 to 2019. Additionally, it presents
            several econometric reference models and details their
            application for country-level growth analysis. Two distinct
            metrics highlight infrastructure and human capital as
            exhibiting the strongest correlations with growth.","Moller,Lars Christian",,,,,,,
95,34299277,World,Policy Research Working Paper,2024-04-11T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10752; PROSPERITY","Refugee Education Financing : Key
            Facts and Findings — Insights into the Financing of Refugee
            Education in Low- and Middle-Income Countries",http://documents.worldbank.org/curated/en/099715204112433761/pdf/IDU18b15cbbd1e24e1435e183e218362bf22c142.pdf,/research/2024/04/34299277/refugee-education-financing-key-facts-findings-—-insights-financing-refugee-education-low--middle-income-countries,http://documents.worldbank.org/curated/en/099715204112433761/IDU18b15cbbd1e24e1435e183e218362bf22c142,2024/04/34299277/IDU18b15cbbd1e24e1435e183e218362bf22c142,099715204112433761,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099715204112433761/IDU18b15cbbd1e24e1435e183e218362bf22c142,"Hopper,Robert Benjamin",,"Refugee Education Financing : Key Facts and
            Findings — Insights into the Financing of Refugee Education
            in Low- and Middle-Income Countries",34299277,"This paper, along with its
            accompanying data, provides the first comprehensive analysis
            on financing for refugee education in low- and middle-income
            countries. By compiling and scrutinizing data on host
            government financing, foreign aid contributions, and
            philanthropic giving, a consolidated and quantified overview
            of all major sources of financing for refugee education in
            low- and middle-income countries is produced. This data is
            then analyzed to reveal key trends and patterns in refugee
            education financing, existing financing gaps, and potential
            biases in financing allocations. These findings are explored
            in the 10 facts and findings outlined in this paper, and
            summarized in Box 1 below. It is hoped that this dataset and
            analysis will help to improve the understanding of financing
            for refugee education in low- and middle-income countries
            and inform future discussion and debate on refugee education financing.",,,,,,,,
96,34303046,Indonesia,Policy Research Working Paper,2024-04-17T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10753; PEOPLE","Why Look at Tasks When Designing
            Skills Policy for the Green Transition ? A Methodological
            Note on How to Identify Green Occupations and the Skills
            They Require",http://documents.worldbank.org/curated/en/099507304172419760/pdf/IDU16ad6160713dd714cb81ba4f109325371b138.pdf,/research/2024/04/34303046/look-tasks-designing-skills-policy-green-transition-methodological-note-identify-green-occupations-skills-require,http://documents.worldbank.org/curated/en/099507304172419760/IDU16ad6160713dd714cb81ba4f109325371b138,2024/04/34303046/IDU16ad6160713dd714cb81ba4f109325371b138,099507304172419760,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099507304172419760/IDU16ad6160713dd714cb81ba4f109325371b138,"Granata,Julia","Posadas,Josefina","Why Look at Tasks When Designing Skills
            Policy for the Green Transition ? A Methodological Note on
            How to Identify Green Occupations and the Skills They Require",34303046,"The coexistence of several
            definitions of green jobs and measurement instruments gives
            room for mismatches between those concepts and their
            application to research questions. This paper first presents
            an organizing framework for the existing definitions,
            measurement instruments, and policy frameworks. It then
            delves into discussing two appropriate approaches for
            identifying green occupations to guide skills development
            policy: the task-content and the skills approaches. In the
            process, it introduces a novel methodology with a dictionary
            of green terms for identifying green tasks and occupations.
            This methodology, utilizing text analysis, demonstrates
            superior performance compared to the well-known O*NET Green
            Economic Project classification, particularly for developing
            countries. Lastly, the paper applies this methodology to
            Indonesia, a middle-income country, and utilizes various
            data sources to showcase the utility of the dictionary and
            text analysis exercise.",,,,,,,,
97,34303056,Libya,Policy Research Working Paper,2024-04-17T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10754; PEOPLE","News Sentiment in Destination
            Countries and Migration Choices : Evidence from Libya",http://documents.worldbank.org/curated/en/099527304172429684/pdf/IDU15106e1d115d5e14819185f71a49e5ec89065.pdf,/research/2024/04/34303056/news-sentiment-destination-countries-migration-choices-evidence-libya,http://documents.worldbank.org/curated/en/099527304172429684/IDU15106e1d115d5e14819185f71a49e5ec89065,2024/04/34303056/IDU15106e1d115d5e14819185f71a49e5ec89065,099527304172429684,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099527304172429684/IDU15106e1d115d5e14819185f71a49e5ec89065,"Di Maio,Michele","Elmallakh,Nelly Youssef Louis William","News Sentiment in Destination Countries and
            Migration Choices : Evidence from Libya",34303056,"Changes in the sentiment of
            migration-related news published in destination countries
            affect the timing of migrants’ journeys to these countries.
            Using geo-localized data on migrants in Libya and the
            complete record of news articles in their country of
            destination, this paper shows that a worsening news
            sentiment leads to migrants staying longer in Libya, slowing
            down their journeys to their final destinations. The paper
            validates these results by showing that the effect is
            concentrated in locations with internet connections. The
            results indicate that changes in news sentiment have a
            significant impact only for some groups of migrants and
            under specific conditions, suggesting a limited effect on
            overall migrant movements. Finally, the paper provides
            suggestive evidence that a worsening news sentiment in the
            preferred destination induces substitution across
            destination countries, yet it does not make migrants return
            to their country of origin.","Leone Sciabolazza,Valerio",,,,,,,
98,34303151,Malaysia,Policy Research Working Paper,2024-04-17T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10755; PEOPLE","Soft Skills, Competition, and
            Hiring Discrimination",http://documents.worldbank.org/curated/en/099951104172438097/pdf/IDU140fa01051b52314c131b6ad1e5378c9e0c0b.pdf,/research/2024/04/34303151/soft-skills-competition-hiring-discrimination,http://documents.worldbank.org/curated/en/099951104172438097/IDU140fa01051b52314c131b6ad1e5378c9e0c0b,2024/04/34303151/IDU140fa01051b52314c131b6ad1e5378c9e0c0b,099951104172438097,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099951104172438097/IDU140fa01051b52314c131b6ad1e5378c9e0c0b,"Valencia,Christian","Janzen,Sarah Ann","Soft Skills, Competition, and Hiring Discrimination",34303151,"This paper conducts a correspondence
            study to assess demand for soft skills in the context of
            hiring discrimination in Malaysia. No evidence of
            gender-based discrimination is found, including in science,
            technology, engineering, and mathematics occupations.
            However, in line with previous studies in the same context,
            there is evidence of ethnic discrimination. The paper then
            test the relevance of two soft skills: leadership and
            teamwork. These tests find some evidence that the labor
            market rewards simple signals of teamwork for the average
            applicant. Teamwork also plays an important role in the
            context of labor market discrimination, reducing the
            discrimination gap by 40 percent. In contrast, signaling
            leadership skills has no effect. Last, the paper considers
            the role of labor market competition. Companies facing
            competition in the labor market, measured by the number of
            competitors advertising similar positions, are 56 to 66
            percent less likely to discriminate. On the supply side,
            discrimination increases with the relative quality of the
            pool of applicants. The results provide novel evidence that
            soft skills and labor market competition both play important
            roles in understanding hiring discrimination. This
            underlines potential pathways to overcome labor market
            discrimination and improve job matching.","Ghorpade,Yashodhan","Abdur Rahman,Amanina Binti",,,,,,
99,34303649,Zambia,Policy Research Working Paper,2024-04-18T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10756; PROSPERITY","The Role of Firm Dynamics in
            Aggregate Productivity and Formal Job Flows in Zambia",http://documents.worldbank.org/curated/en/099258304182428569/pdf/IDU19eae6d98171dd14ad11ac9613b9d79fe3a29.pdf,/research/2024/04/34303649/role-firm-dynamics-aggregate-productivity-formal-job-flows-zambia,http://documents.worldbank.org/curated/en/099258304182428569/IDU19eae6d98171dd14ad11ac9613b9d79fe3a29,2024/04/34303649/IDU19eae6d98171dd14ad11ac9613b9d79fe3a29,099258304182428569,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099258304182428569/IDU19eae6d98171dd14ad11ac9613b9d79fe3a29,"Simbeye,Laban","Lungu,Eliya","The Role of Firm Dynamics in Aggregate
            Productivity and Formal Job Flows in Zambia",34303649,"Zambia’s private sector must deliver
            quality jobs at scale to keep up with its expanding working
            age population, contribute to economic transformation, and
            reduce poverty. This entails both the creation of
            high-quality jobs and productivity improvement among
            existing jobs and firms. This paper analyzes the dynamics of
            formal firms to identify the drivers and barriers to
            productivity, formal employment, and formal wage growth in
            Zambia. Leveraging firm and worker administrative tax data
            from Zambia, the paper decomposes labor productivity and
            wage growth among formal firms and workers in Zambia into
            within-firm, between-firm, inter-sectoral, and dynamic
            components. The findings show that the aggregate labor
            productivity of formal firms declined over 2014–21, driven
            by secular within-firm declines in the non-mining industry
            and service sectors. By contrast, labor productivity grew in
            agriculture and remained flat in mining over the same
            period. Real wage trends for formal workers have mostly
            mirrored labor productivity dynamics, declining 40-50
            percent across non-agriculture sectors but growing slightly
            in agriculture, largely driven by within-firm shifts rather
            than between-firm or between-sector dynamics. The declines
            in labor productivity and wages reflect business environment
            challenges related to access to finance and electricity, as
            well as burdensome formal compliance requirements and
            competition with the informal sector. Within-firm labor
            productivity challenges also reflect low skills and
            capacity—including low technology adoption—among both firms
            and workers.","Kumwenda,Andreya","Banda,Edna","Msoni,Jonathan","Kuo,Ryan Chia",,,,
100,34305574,Zambia,Policy Research Working Paper,2024-04-22T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10757; RRR: DIGITAL","Spillovers in ICT Adoption from
            Formal to Informal Firms : Evidence from Zambia",http://documents.worldbank.org/curated/en/099420004222417764/pdf/IDU1132c9f691aaab14181180361a913d87dffc0.pdf,/research/2024/04/34305574/spillovers-ict-adoption-formal-informal-firms-evidence-zambia,http://documents.worldbank.org/curated/en/099420004222417764/IDU1132c9f691aaab14181180361a913d87dffc0,2024/04/34305574/IDU1132c9f691aaab14181180361a913d87dffc0,099420004222417764,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099420004222417764/IDU1132c9f691aaab14181180361a913d87dffc0,"Jolevski,Filip","Nayyar,Gaurav","Spillovers in ICT Adoption from Formal to
            Informal Firms : Evidence from Zambia",34305574,"This paper examines spillovers in the
            use of digital technologies from formal to informal
            businesses by exploring differences in geographic proximity.
            Using a unique set of geocoded data from the 2019 World Bank
            Enterprise Surveys in Zambia, the findings indicate that
            closer geographic proximity to formal firms is associated
            with a significantly higher likelihood of digital adoption
            by informal businesses. The finding holds for various types
            of digital technologies, ranging from computers, tablets,
            and cell phones to mobile money transactions, and is robust
            to various measures of geographic proximity and model
            modifications. The results vary by the owner’s level of
            education and business age. The results also suggest that
            the spillovers in information and communications technology
            use can be explained by competition in the local market and
            learning through enhanced interactions.","Pleninger,Regina",Shu Yu,,,,,,
101,34306669,Nigeria,Policy Research Working Paper,2024-04-23T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10758; DIGITAL","Comparative Analysis of
            AI-Predicted and Crowdsourced Food Prices in an Economically
            Volatile Region",http://documents.worldbank.org/curated/en/099430004232434765/pdf/IDU18a5b99971429914e501ac101b25f11061d21.pdf,/research/2024/04/34306669/comparative-analysis-ai-predicted-crowdsourced-food-prices-economically-volatile-region,http://documents.worldbank.org/curated/en/099430004232434765/IDU18a5b99971429914e501ac101b25f11061d21,2024/04/34306669/IDU18a5b99971429914e501ac101b25f11061d21,099430004232434765,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099430004232434765/IDU18a5b99971429914e501ac101b25f11061d21,"Adewopo,Julius Babatunde","Andree,Bo Pieter Johannes","Comparative Analysis of AI-Predicted and
            Crowdsourced Food Prices in an Economically Volatile Region",34306669,"High-frequency monitoring of food
            commodity prices is important for assessing and responding
            to shocks, especially in fragile contexts where timely and
            targeted interventions for food security are critical.
            However, national price surveys are typically limited in
            temporal and spatial granularity. It is cost prohibitive to
            implement traditional data collection at frequent timescales
            to unravel spatiotemporal price evolution across market
            segments and at subnational geographic levels. Recent
            advancements in data innovation offer promising solutions to
            address the paucity of commodity price data and guide market
            intelligence for diverse development stakeholders. The use
            of artificial intelligence to estimate missing price data
            and a parallel effort to crowdsource commodity price data
            are both unlocking cost-effective opportunities to generate
            actionable price data. Yet, little is known about how the
            data from these alternative methods relate to independent
            ground truth data. To evaluate if these data strategies can
            meet the long-standing demand for real-time intelligence on
            food affordability, this paper analyzes open-source daily
            crowdsourced data (104,931 datapoints) from a recently
            published data set in Nature Journal, relative to
            complementary ground truth sample. The paper subsequently
            compares these data to open-source monthly artificial
            intelligence–generated price data for identical commodities
            over a 36-month period in northern Nigeria, from 2019 to
            2022. The results show that all the data sources share a
            high degree of comparability, with variation across
            commodity and market segments. Overall, the findings provide
            important support for leveraging these new and innovative
            data approaches to enable data-driven decision-making in
            near real time.","Peter,Helen","Solano-Hermosilla,Gloria","Micale,Fabio",,,,,
